id,label
533,2
534,2
535,2
536,2
537,6
538,4
539,2
540,2
541,2
542,2
543,2
544,2
545,2
546,6
547,2
548,2
549,2
550,9
551,2
552,2
553,2
554,2
555,6
556,2
557,3
558,6
559,6
560,3
561,2
562,2
563,3
564,2
565,2
566,6
567,2
568,2
569,2
570,7
571,7
572,2
573,0
574,2
575,0
576,3
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,3
587,2
588,0
589,2
590,2
591,2
592,3
593,6
594,2
595,2
596,2
597,2
598,3
599,2
600,5
601,2
602,5
603,9
604,3
605,6
606,3
607,3
608,3
609,3
610,4
611,4
612,3
613,3
614,3
615,3
616,3
617,3
618,3
619,3
620,3
621,3
622,3
623,3
624,3
625,0
626,2
627,3
628,8
629,7
630,3
631,3
632,3
633,3
634,3
635,3
636,3
637,3
638,7
639,3
640,3
641,7
642,3
643,3
644,2
645,3
646,0
647,5
648,3
649,3
650,3
651,3
652,3
653,3
654,3
655,1
656,6
657,3
658,3
659,6
660,3
661,3
662,3
663,6
664,5
665,3
666,5
667,3
668,4
669,2
670,3
671,5
672,3
673,7
674,3
675,2
676,3
677,3
678,2
679,2
680,3
681,3
682,3
683,3
684,3
685,7
686,2
687,3
688,2
689,3
690,3
691,2
692,3
693,3
694,0
695,3
696,2
697,3
698,3
699,2
700,3
701,4
702,8
703,3
704,7
705,2
706,5
707,3
708,3
709,1
710,3
711,5
712,3
713,3
714,3
715,3
716,3
717,5
718,6
719,5
720,2
721,3
722,3
723,3
724,5
725,3
726,3
727,3
728,3
729,3
730,3
731,3
732,1
733,7
734,3
735,3
736,3
737,3
738,3
739,3
740,3
741,3
742,2
743,7
744,3
745,3
746,3
747,3
748,6
749,3
750,3
751,3
752,3
753,5
754,3
755,3
756,3
757,5
758,3
759,3
760,3
761,8
762,6
763,2
764,3
765,0
766,0
767,2
768,4
769,2
770,3
771,3
772,4
773,3
774,6
775,7
776,4
777,3
778,3
779,3
780,3
781,3
782,3
783,5
784,3
785,2
786,3
787,5
788,3
789,3
790,3
791,3
792,3
793,3
794,0
795,3
796,3
797,3
798,3
799,5
800,4
801,4
802,4
803,4
804,4
805,4
806,4
807,3
808,2
809,4
810,7
811,4
812,3
813,4
814,4
815,3
816,3
817,4
818,4
819,4
820,3
821,4
822,3
823,3
824,0
825,4
826,5
827,5
828,4
829,4
830,5
831,3
832,4
833,4
834,4
835,4
836,4
837,5
838,3
839,4
840,4
841,4
842,6
843,4
844,4
845,4
846,4
847,3
848,4
849,4
850,7
851,4
852,2
853,4
854,4
855,4
856,4
857,6
858,4
859,4
860,4
861,6
862,4
863,4
864,2
865,2
866,7
867,4
868,4
869,4
870,3
871,4
872,5
873,2
874,2
875,4
876,4
877,4
878,2
879,4
880,4
881,4
882,4
883,4
884,4
885,4
886,4
887,4
888,4
889,5
890,0
891,4
892,4
893,4
894,4
895,7
896,3
897,4
898,3
899,4
900,3
901,5
902,4
903,3
904,4
905,6
906,4
907,4
908,2
909,4
910,6
911,4
912,4
913,4
914,4
915,4
916,4
917,4
918,4
919,2
920,4
921,4
922,7
923,4
924,5
925,4
926,3
927,3
928,4
929,2
930,7
931,3
932,4
933,4
934,4
935,2
936,3
937,4
938,3
939,4
940,4
941,4
942,4
943,4
944,4
945,4
946,4
947,4
948,2
949,2
950,2
951,4
952,8
953,3
954,2
955,4
956,4
957,4
958,4
959,4
960,4
961,7
962,4
963,4
964,4
965,4
966,4
967,3
968,2
969,5
970,4
971,0
972,7
973,4
974,4
975,2
976,2
977,6
978,4
979,3
980,4
981,4
982,4
983,4
984,7
985,4
986,5
987,7
988,4
989,4
990,4
991,4
992,4
993,4
994,4
995,7
996,3
997,3
998,7
999,4
1000,5
1001,5
1002,5
1003,5
1004,5
1005,5
1006,5
1007,5
1008,5
1009,5
1010,5
1011,5
1012,5
1013,5
1014,5
1015,5
1016,5
1017,5
1018,5
1019,5
1020,5
1021,5
1022,5
1023,2
1024,5
1025,5
1026,5
1027,5
1028,5
1029,5
1030,5
1031,5
1032,2
1033,5
1034,3
1035,2
1036,5
1037,5
1038,5
1039,2
1040,2
1041,5
1042,5
1043,5
1044,3
1045,3
1046,2
1047,5
1048,5
1049,5
1050,5
1051,5
1052,5
1053,3
1054,4
1055,2
1056,3
1057,5
1058,5
1059,7
1060,3
1061,5
1062,7
1063,5
1064,3
1065,5
1066,5
1067,5
1068,3
1069,2
1070,5
1071,5
1072,4
1073,5
1074,5
1075,5
1076,5
1077,6
1078,5
1079,5
1080,4
1081,3
1082,5
1083,5
1084,5
1085,7
1086,7
1087,6
1088,7
1089,3
1090,5
1091,5
1092,5
1093,5
1094,5
1095,5
1096,5
1097,5
1098,3
1099,5
1100,5
1101,3
1102,5
1103,5
1104,5
1105,5
1106,7
1107,5
1108,5
1109,5
1110,5
1111,5
1112,5
1113,5
1114,5
1115,3
1116,5
1117,2
1118,7
1119,7
1120,5
1121,7
1122,5
1123,2
1124,6
1125,5
1126,3
1127,5
1128,7
1129,5
1130,5
1131,5
1132,5
1133,5
1134,6
1135,5
1136,5
1137,5
1138,5
1139,6
1140,5
1141,7
1142,2
1143,5
1144,3
1145,5
1146,2
1147,7
1148,7
1149,5
1150,5
1151,5
1152,5
1153,5
1154,5
1155,3
1156,5
1157,7
1158,5
1159,3
1160,5
1161,0
1162,4
1163,5
1164,3
1165,5
1166,7
1167,5
1168,3
1169,5
1170,5
1171,5
1172,7
1173,3
1174,3
1175,5
1176,2
1177,5
1178,5
1179,2
1180,5
1181,3
1182,5
1183,7
1184,3
1185,5
1186,0
1187,7
1188,3
1189,5
1190,3
1191,5
1192,5
1193,5
1194,5
1195,4
1196,3
1197,2
1198,4
1199,5
1200,6
1201,3
1202,6
1203,4
1204,6
1205,6
1206,6
1207,6
1208,6
1209,6
1210,6
1211,6
1212,6
1213,6
1214,6
1215,3
1216,2
1217,3
1218,6
1219,3
1220,6
1221,6
1222,6
1223,6
1224,3
1225,3
1226,6
1227,6
1228,6
1229,3
1230,6
1231,6
1232,6
1233,6
1234,6
1235,6
1236,6
1237,2
1238,6
1239,6
1240,6
1241,8
1242,6
1243,6
1244,6
1245,6
1246,6
1247,6
1248,4
1249,6
1250,6
1251,6
1252,6
1253,2
1254,6
1255,6
1256,3
1257,6
1258,6
1259,6
1260,6
1261,6
1262,6
1263,6
1264,4
1265,8
1266,6
1267,6
1268,2
1269,6
1270,6
1271,6
1272,6
1273,6
1274,6
1275,6
1276,6
1277,6
1278,6
1279,6
1280,6
1281,6
1282,6
1283,6
1284,6
1285,6
1286,6
1287,6
1288,6
1289,6
1290,6
1291,3
1292,7
1293,6
1294,3
1295,3
1296,3
1297,6
1298,6
1299,6
1300,6
1301,6
1302,3
1303,6
1304,0
1305,3
1306,6
1307,6
1308,6
1309,6
1310,6
1311,8
1312,6
1313,3
1314,6
1315,1
1316,3
1317,6
1318,6
1319,6
1320,6
1321,6
1322,6
1323,6
1324,6
1325,4
1326,2
1327,6
1328,6
1329,6
1330,6
1331,2
1332,6
1333,6
1334,6
1335,2
1336,6
1337,6
1338,6
1339,2
1340,6
1341,6
1342,6
1343,2
1344,6
1345,6
1346,2
1347,6
1348,6
1349,3
1350,6
1351,6
1352,6
1353,4
1354,2
1355,6
1356,6
1357,3
1358,6
1359,2
1360,6
1361,5
1362,6
1363,6
1364,3
1365,6
1366,6
1367,7
1368,6
1369,3
1370,6
1371,6
1372,6
1373,6
1374,6
1375,6
1376,6
1377,6
1378,6
1379,6
1380,6
1381,6
1382,6
1383,4
1384,6
1385,6
1386,3
1387,5
1388,6
1389,6
1390,6
1391,6
1392,6
1393,6
1394,2
1395,6
1396,6
1397,6
1398,6
1399,6
1400,7
1401,7
1402,7
1403,7
1404,7
1405,7
1406,6
1407,7
1408,7
1409,7
1410,7
1411,7
1412,3
1413,7
1414,7
1415,7
1416,7
1417,7
1418,7
1419,4
1420,7
1421,7
1422,7
1423,7
1424,7
1425,7
1426,7
1427,7
1428,6
1429,7
1430,7
1431,7
1432,7
1433,3
1434,7
1435,1
1436,3
1437,7
1438,2
1439,7
1440,7
1441,3
1442,7
1443,6
1444,7
1445,7
1446,7
1447,7
1448,7
1449,7
1450,7
1451,7
1452,7
1453,7
1454,7
1455,7
1456,7
1457,7
1458,7
1459,7
1460,7
1461,4
1462,7
1463,7
1464,7
1465,7
1466,7
1467,7
1468,7
1469,7
1470,7
1471,7
1472,7
1473,7
1474,7
1475,7
1476,7
1477,7
1478,7
1479,7
1480,7
1481,7
1482,7
1483,2
1484,7
1485,7
1486,3
1487,0
1488,2
1489,7
1490,7
1491,7
1492,7
1493,7
1494,7
1495,7
1496,7
1497,7
1498,7
1499,5
1500,7
1501,7
1502,7
1503,7
1504,7
1505,7
1506,7
1507,7
1508,7
1509,2
1510,7
1511,4
1512,4
1513,7
1514,2
1515,7
1516,7
1517,7
1518,7
1519,7
1520,7
1521,7
1522,7
1523,7
1524,2
1525,7
1526,7
1527,7
1528,2
1529,2
1530,7
1531,7
1532,7
1533,7
1534,7
1535,7
1536,3
1537,7
1538,7
1539,7
1540,7
1541,7
1542,7
1543,7
1544,7
1545,7
1546,7
1547,7
1548,7
1549,7
1550,7
1551,7
1552,7
1553,7
1554,7
1555,5
1556,7
1557,7
1558,7
1559,7
1560,7
1561,7
1562,7
1563,7
1564,0
1565,7
1566,7
1567,7
1568,7
1569,7
1570,7
1571,7
1572,7
1573,7
1574,7
1575,7
1576,3
1577,7
1578,7
1579,7
1580,7
1581,7
1582,7
1583,7
1584,7
1585,7
1586,5
1587,7
1588,7
1589,7
1590,7
1591,7
1592,7
1593,7
1594,7
1595,7
1596,3
1597,7
1598,7
1599,7
1600,8
1601,9
1602,8
1603,8
1604,8
1605,8
1606,8
1607,8
1608,8
1609,8
1610,8
1611,8
1612,8
1613,0
1614,8
1615,8
1616,0
1617,8
1618,1
1619,8
1620,8
1621,7
1622,0
1623,3
1624,8
1625,2
1626,8
1627,1
1628,8
1629,8
1630,8
1631,2
1632,8
1633,8
1634,8
1635,8
1636,3
1637,8
1638,8
1639,0
1640,8
1641,8
1642,8
1643,8
1644,8
1645,0
1646,8
1647,8
1648,8
1649,8
1650,8
1651,8
1652,0
1653,0
1654,8
1655,8
1656,8
1657,1
1658,0
1659,8
1660,8
1661,8
1662,8
1663,8
1664,8
1665,8
1666,8
1667,8
1668,8
1669,8
1670,8
1671,2
1672,8
1673,8
1674,8
1675,8
1676,8
1677,8
1678,1
1679,2
1680,0
1681,8
1682,8
1683,8
1684,8
1685,8
1686,8
1687,7
1688,8
1689,8
1690,8
1691,8
1692,8
1693,8
1694,8
1695,8
1696,2
1697,8
1698,8
1699,8
1700,8
1701,1
1702,8
1703,8
1704,0
1705,8
1706,8
1707,8
1708,0
1709,2
1710,9
1711,8
1712,0
1713,0
1714,8
1715,0
1716,8
1717,8
1718,0
1719,8
1720,8
1721,8
1722,8
1723,8
1724,8
1725,8
1726,8
1727,1
1728,8
1729,8
1730,8
1731,8
1732,8
1733,8
1734,1
1735,8
1736,8
1737,8
1738,8
1739,7
1740,8
1741,3
1742,8
1743,8
1744,8
1745,2
1746,8
1747,8
1748,8
1749,8
1750,2
1751,8
1752,8
1753,8
1754,8
1755,8
1756,8
1757,8
1758,8
1759,8
1760,8
1761,3
1762,8
1763,2
1764,9
1765,0
1766,8
1767,8
1768,8
1769,8
1770,8
1771,8
1772,8
1773,8
1774,8
1775,8
1776,8
1777,8
1778,8
1779,8
1780,8
1781,8
1782,8
1783,1
1784,8
1785,8
1786,8
1787,8
1788,8
1789,0
1790,8
1791,0
1792,8
1793,2
1794,8
1795,8
1796,8
1797,8
1798,8
1799,0
1800,9
1801,9
1802,9
1803,9
1804,9
1805,9
1806,0
1807,3
1808,9
1809,7
1810,9
1811,5
1812,9
1813,9
1814,9
1815,9
1816,9
1817,9
1818,1
1819,9
1820,9
1821,6
1822,9
1823,9
1824,6
1825,9
1826,0
1827,9
1828,9
1829,3
1830,9
1831,0
1832,9
1833,9
1834,9
1835,8
1836,9
1837,1
1838,1
1839,9
1840,7
1841,2
1842,9
1843,1
1844,9
1845,9
1846,9
1847,9
1848,9
1849,9
1850,9
1851,9
1852,1
1853,9
1854,9
1855,9
1856,9
1857,9
1858,9
1859,9
1860,9
1861,9
1862,9
1863,9
1864,9
1865,9
1866,1
1867,9
1868,9
1869,9
1870,0
1871,9
1872,0
1873,9
1874,9
1875,7
1876,9
1877,9
1878,8
1879,1
1880,9
1881,9
1882,9
1883,9
1884,9
1885,9
1886,9
1887,9
1888,9
1889,9
1890,9
1891,9
1892,9
1893,9
1894,3
1895,9
1896,9
1897,9
1898,9
1899,9
1900,0
1901,9
1902,1
1903,7
1904,9
1905,9
1906,9
1907,9
1908,9
1909,9
1910,1
1911,9
1912,9
1913,9
1914,9
1915,9
1916,1
1917,9
1918,9
1919,9
1920,9
1921,1
1922,9
1923,9
1924,9
1925,9
1926,9
1927,9
1928,9
1929,9
1930,9
1931,1
1932,1
1933,9
1934,9
1935,9
1936,1
1937,9
1938,1
1939,7
1940,9
1941,9
1942,8
1943,9
1944,9
1945,9
1946,9
1947,8
1948,1
1949,9
1950,9
1951,9
1952,8
1953,9
1954,9
1955,6
1956,9
1957,9
1958,9
1959,9
1960,9
1961,9
1962,9
1963,9
1964,9
1965,1
1966,9
1967,9
1968,9
1969,9
1970,9
1971,9
1972,1
1973,0
1974,9
1975,9
1976,9
1977,9
1978,9
1979,1
1980,9
1981,9
1982,9
1983,2
1984,9
1985,9
1986,9
1987,8
1988,9
1989,9
1990,9
1991,0
1992,3
1993,5
1994,0
1995,9
1996,9
1997,9
1998,9
1999,9
